Player,Club,Age,Position,Nation,Value
Salvatore Esposito,Spezia Calcio,22,midfield,Italy,3300000.0
Oier Zarraga,Athletic Bilbao,24,midfield,Spain,3000000.0
Étienne Capoue,Villarreal CF,34,midfield,France,3000000.0
Daniel Maldini,Spezia Calcio,21,midfield,Italy,3000000.0
Koffi Djidji,Torino FC,30,Defender,Cote d'Ivoire,3000000.0
Francis Coquelin,Villarreal CF,32,midfield,France,3000000.0
Selim Amallah,Real Valladolid CF,26,midfield,Morocco,3000000.0
José Luis Morales,Villarreal CF,35,Attack,Spain,3000000.0
Carlos Fernández,Real Sociedad,27,Attack,Spain,3000000.0
Sebastian Walukiewicz,FC Empoli,23,Defender,Poland,3000000.0
Darwin Machís,Real Valladolid CF,30,Attack,Venezuela,3000000.0
Iñigo Lekue,Athletic Bilbao,30,Defender,Spain,3000000.0
Diego Rico,Real Sociedad,30,Defender,Spain,3000000.0
Alberto Moreno,Villarreal CF,30,Defender,Spain,3000000.0
Kevin Agudelo,Spezia Calcio,24,midfield,Colombia,3000000.0
Fabio Depaoli,Hellas Verona,26,Defender,Italy,3000000.0
Davide Faraoni,Hellas Verona,31,Defender,Italy,3000000.0
Pablo Torre,FC Barcelona,20,midfield,Spain,3000000.0
Shandon Baptiste,Brentford FC,25,midfield,Grenada,3000000.0
Daniele Verde,Spezia Calcio,27,Attack,Italy,3000000.0
Pawel Dawidowicz,Hellas Verona,28,Defender,Poland,3000000.0
Emil Krafth,Newcastle United,28,Defender,Sweden,3000000.0
Giangiacomo Magnani,Hellas Verona,27,Defender,Italy,3000000.0
Michaël Cuisance,UC Sampdoria,23,midfield,France,3000000.0
Álex Collado,Elche CF,24,Attack,Spain,3000000.0
Mattia De Sciglio,Juventus FC,30,Defender,Italy,3000000.0
Alex Sandro,Juventus FC,32,Defender,Brazil,3000000.0
Liam Cooper,Leeds United,31,Defender,Scotland,3000000.0
Álvaro Aguado,Real Valladolid CF,27,midfield,Spain,3000000.0
Luca de la Torre,Celta de Vigo,25,midfield,United States,3000000.0
Jesús Navas,Sevilla FC,37,Defender,Spain,3000000.0
Paulo Gazzaniga,Girona FC,31,Goalkeeper,Argentina,3000000.0
Diego Demme,SSC Napoli,31,midfield,Germany,3000000.0
Edinson Cavani,Valencia CF,36,Attack,Uruguay,3000000.0
Martin Hongla,Real Valladolid CF,25,midfield,Cameroon,3000000.0
Keidi Bare,RCD Espanyol Barcelona,25,midfield,Albania,3000000.0
Sebastiano Luperto,FC Empoli,26,Defender,Italy,3000000.0
Iddrisu Baba,RCD Mallorca,27,midfield,Ghana,3000000.0
Robert Navarro,Real Sociedad,21,midfield,Spain,3000000.0
Luka Romero,SS Lazio,18,Attack,Argentina,3000000.0
Iñigo Ruiz de Galarreta,RCD Mallorca,29,midfield,Spain,3000000.0
Mario Gila,SS Lazio,22,Defender,Spain,3000000.0
Jesús Vázquez,Valencia CF,20,Defender,Spain,3000000.0
Adama Soumaoro,Bologna FC 1909,31,Defender,France,3000000.0
Przemyslaw Wisniewski,Spezia Calcio,24,Defender,Poland,3000000.0
Álex Sola,Real Sociedad,24,Defender,Spain,3000000.0
Williot Swedberg,Celta de Vigo,19,midfield,Sweden,3000000.0
Franco Cervi,Celta de Vigo,29,Attack,Argentina,3000000.0
Óscar Plano,Real Valladolid CF,32,Attack,Spain,3000000.0
Édgar Badía,Elche CF,31,Goalkeeper,Spain,3000000.0
Papu Gómez,Sevilla FC,35,Attack,Argentina,3000000.0
Kaio Jorge,Juventus FC,21,Attack,Brazil,3000000.0
Hugo Mallo,Celta de Vigo,32,Defender,Spain,3000000.0
Fernando,Sevilla FC,35,midfield,Brazil,3000000.0
Cristian Volpato,AS Roma,19,midfield,Italy,3000000.0
Joaquín Sosa,Bologna FC 1909,21,Defender,Uruguay,3000000.0
Aitor Fernández,CA Osasuna,32,Goalkeeper,Spain,3000000.0
Óscar Gil,RCD Espanyol Barcelona,25,Defender,Spain,3000000.0
Jon Morcillo,Athletic Bilbao,24,Attack,Spain,3000000.0
Willian,Fulham FC,34,Attack,Brazil,3000000.0
Joaquín Fernández,Real Valladolid CF,27,Defender,Spain,3000000.0
Noah Mbamba,Bayer 04 Leverkusen,18,midfield,Belgium,3000000.0
Timo Baumgartl,1.FC Union Berlin,27,Defender,Germany,3000000.0
Daley Blind,Bayern Munich,33,Defender,Netherlands,3000000.0
Jérôme Roussillon,1.FC Union Berlin,30,Defender,Guadeloupe,3000000.0
Ivan Ordets,VfL Bochum,30,Defender,Ukraine,3000000.0
Jamie Leweling,1.FC Union Berlin,22,Attack,Germany,3000000.0
Nathanaël Mbuku,FC Augsburg,21,Attack,France,3000000.0
Jiri Pavlenka,SV Werder Bremen,31,Goalkeeper,Czech Republic,3000000.0
Ilia Gruev,SV Werder Bremen,23,midfield,Bulgaria,3000000.0
Jonjoe Kenny,Hertha BSC,26,Defender,England,3000000.0
Paul Wanner,Bayern Munich,17,midfield,Germany,3000000.0
Omar Mascarell,Elche CF,30,midfield,Spain,3000000.0
Munas Dabbur,TSG 1899 Hoffenheim,31,Attack,Israel,3000000.0
Benno Schmitz,1.FC Köln,28,Defender,Germany,3000000.0
Hannes Wolf,Borussia Mönchengladbach,24,Attack,Austria,3000000.0
Jacob Bruun Larsen,TSG 1899 Hoffenheim,24,Attack,Denmark,3000000.0
Philipp Max,Eintracht Frankfurt,29,Defender,Germany,3000000.0
Keven Schlotterbeck,VfL Bochum,26,Defender,Germany,3000000.0
Kenneth Schmidt,SC Freiburg,21,Defender,Germany,3000000.0
Marius Bülter,FC Schalke 04,30,Attack,Germany,3000000.0
Wilfried Kanga,Hertha BSC,25,Attack,Cote d'Ivoire,3000000.0
Stefan Lainer,Borussia Mönchengladbach,30,Defender,Austria,3000000.0
Kevin Stöger,VfL Bochum,29,midfield,Austria,3000000.0
Bartol Franjic,VfL Wolfsburg,23,midfield,Croatia,3000000.0
Jeffrey Gouweleeuw,FC Augsburg,31,Defender,Netherlands,3000000.0
Pavel Kaderabek,TSG 1899 Hoffenheim,31,Defender,Czech Republic,3000000.0
Juanmi Latasa,Getafe CF,22,Attack,Spain,3000000.0
Cédric Soares,Fulham FC,31,Defender,Portugal,3000000.0
Pere Milla,Elche CF,30,Attack,Spain,3000000.0
Dennis Hadzikadunic,RCD Mallorca,24,Defender,Bosnia-Herzegovina,3000000.0
Aïssa Mandi,Villarreal CF,31,Defender,Algeria,3000000.0
Johan Mojica,Villarreal CF,30,Defender,Colombia,3000000.0
Hugo Lloris,Tottenham Hotspur,36,Goalkeeper,France,3000000.0
Arkadiusz Reca,Spezia Calcio,28,Defender,Poland,3000000.0
Javi Sánchez,Real Valladolid CF,26,Defender,Spain,3000000.0
Óscar Trejo,Rayo Vallecano,35,midfield,Argentina,3000000.0
Pathé Ciss,Rayo Vallecano,29,midfield,Senegal,3000000.0
Alessio Cragno,AC Monza,28,Goalkeeper,Italy,3000000.0
Jairo Riedewald,Crystal Palace,26,midfield,Netherlands,3000000.0
Luca Waldschmidt,VfL Wolfsburg,27,Attack,Germany,3000000.0
Kaiky,UD Almería,19,Defender,Brazil,3000000.0
Rodrigo Ely,UD Almería,29,Defender,Brazil,3000000.0
Marek Rodak,Fulham FC,26,Goalkeeper,Slovakia,3000000.0
Layvin Kurzawa,Fulham FC,30,Defender,France,3000000.0
Alejandro Pozo,UD Almería,24,Defender,Spain,3000000.0
Emanuel Aiwu,US Cremonese,22,Defender,Austria,3000000.0
Iván Martín,Girona FC,24,midfield,Spain,3000000.0
Lautaro Blanco,Elche CF,24,Defender,Argentina,2800000.0
Leonardo Bittencourt,SV Werder Bremen,29,midfield,Germany,2800000.0
Philipp Förster,VfL Bochum,28,midfield,Germany,2800000.0
Philipp Hofmann,VfL Bochum,30,Attack,Germany,2800000.0
Kevin Bonifazi,Bologna FC 1909,27,Defender,Italy,2800000.0
Gonzalo Villar,Getafe CF,25,midfield,Spain,2800000.0
Abdou Harroui,US Sassuolo,25,midfield,Morocco,2700000.0
Demba Seck,Torino FC,22,Attack,Senegal,2700000.0
Bruno Amione,UC Sampdoria,21,Defender,Argentina,2700000.0
Paul Seguin,1.FC Union Berlin,28,midfield,Germany,2500000.0
Daley Sinkgraven,Bayer 04 Leverkusen,27,Defender,Netherlands,2500000.0
Lukas Kübler,SC Freiburg,30,Defender,Germany,2500000.0
Eduardo Quaresma,TSG 1899 Hoffenheim,21,Defender,Portugal,2500000.0
Davie Selke,1.FC Köln,28,Attack,Germany,2500000.0
Faride Alidou,Eintracht Frankfurt,21,Attack,Germany,2500000.0
Lucas Alario,Eintracht Frankfurt,30,Attack,Argentina,2500000.0
Finn Ole Becker,TSG 1899 Hoffenheim,23,midfield,Germany,2500000.0
Alexander Hack,1.FSV Mainz 05,29,Defender,Germany,2500000.0
Finn Dahmen,1.FSV Mainz 05,25,Goalkeeper,Germany,2500000.0
Irvin Cardona,FC Augsburg,25,Attack,France,2500000.0
Christopher Lenz,Eintracht Frankfurt,28,Defender,Germany,2500000.0
Gerrit Holtmann,VfL Bochum,28,Attack,Philippines,2500000.0
Almamy Touré,Eintracht Frankfurt,27,Defender,Mali,2500000.0
Fredrik Jensen,FC Augsburg,25,midfield,Finland,2500000.0
Christoph Kramer,Borussia Mönchengladbach,32,midfield,Germany,2500000.0
Janis Blaswich,RB Leipzig,32,Goalkeeper,Germany,2500000.0
Dan-Axel Zagadou,VfB Stuttgart,24,Defender,France,2500000.0
Nicolas Höfler,SC Freiburg,33,midfield,Germany,2500000.0
Niklas Schmidt,SV Werder Bremen,25,midfield,Germany,2500000.0
Lukas Hradecky,Bayer 04 Leverkusen,33,Goalkeeper,Finland,2500000.0
Tanguy Coulibaly,VfB Stuttgart,22,Attack,France,2500000.0
Kevin Vogt,TSG 1899 Hoffenheim,31,Defender,Germany,2500000.0
Raimonds Krollis,Spezia Calcio,21,Attack,Latvia,2500000.0
Gabriel Paulista,Valencia CF,32,Defender,Brazil,2500000.0
Rubén Peña,CA Osasuna,31,Defender,Spain,2500000.0
Álvaro Fernández,RCD Espanyol Barcelona,25,Goalkeeper,Spain,2500000.0
Fernando Pacheco,RCD Espanyol Barcelona,31,Goalkeeper,Spain,2500000.0
Giuseppe Pezzella,US Lecce,25,Defender,Italy,2500000.0
Óscar Mingueza,Celta de Vigo,24,Defender,Spain,2500000.0
Ander Herrera,Athletic Bilbao,33,midfield,Spain,2500000.0
Pontus Jansson,Brentford FC,32,Defender,Sweden,2500000.0
Juan Cruz,CA Osasuna,30,Defender,Spain,2500000.0
Javi Hernández,Girona FC,25,Defender,Spain,2500000.0
Unai García,CA Osasuna,31,Defender,Spain,2500000.0
Kiko Femenía,Villarreal CF,32,Defender,Spain,2500000.0
Raúl Albiol,Villarreal CF,37,Defender,Spain,2500000.0
Ander Guevara,Real Sociedad,25,midfield,Spain,2500000.0
Jamie Vardy,Leicester City,36,Attack,England,2500000.0
Mariano Díaz,Real Madrid,29,Attack,Dominican Republic,2500000.0
Leandro Cabrera,RCD Espanyol Barcelona,32,Defender,Uruguay,2500000.0
José Gragera,RCD Espanyol Barcelona,23,midfield,Spain,2500000.0
José Carlos Lazo,RCD Espanyol Barcelona,27,Attack,Spain,2500000.0
Ludwig Augustinsson,RCD Mallorca,29,Defender,Sweden,2500000.0
Neto,AFC Bournemouth,33,Goalkeeper,Brazil,2500000.0
Antonio Sánchez,RCD Mallorca,26,midfield,Spain,2500000.0
Javier Manquillo,Newcastle United,29,Defender,Spain,2500000.0
Víctor Chust,Cádiz CF,23,Defender,Spain,2500000.0
Fali,Cádiz CF,29,Defender,Spain,2500000.0
Jaime Seoane,Getafe CF,26,midfield,Spain,2500000.0
Adrián Embarba,UD Almería,31,Attack,Spain,2500000.0
Lucas Olaza,Real Valladolid CF,28,Defender,Uruguay,2500000.0
Marcos André,Valencia CF,26,Attack,Brazil,2500000.0
Dimitri Foulquier,Valencia CF,30,Defender,Guadeloupe,2500000.0
Toni Lato,Valencia CF,25,Defender,Spain,2500000.0
Roque Mesa,Real Valladolid CF,34,midfield,Spain,2500000.0
Joseba Zaldua,Cádiz CF,31,Defender,Spain,2500000.0
Willy Boly,Nottingham Forest,32,Defender,Cote d'Ivoire,2500000.0
Toni Villa,Girona FC,28,Attack,Spain,2500000.0
Alexis Blin,US Lecce,26,midfield,France,2500000.0
Juan Cabal,Hellas Verona,22,Defender,Colombia,2500000.0
José Luis Palomino,Atalanta BC,33,Defender,Argentina,2500000.0
Ignacio Pussetto,UC Sampdoria,27,Attack,Argentina,2500000.0
Luca Ranieri,ACF Fiorentina,24,Defender,Italy,2500000.0
Liam Henderson,FC Empoli,27,midfield,Scotland,2500000.0
Abdelhamid Sabiri,UC Sampdoria,26,midfield,Morocco,2500000.0
Luca D'Andrea,US Sassuolo,18,Attack,Italy,2500000.0
Roberto Soriano,Bologna FC 1909,32,midfield,Italy,2500000.0
Mehdi Léris,UC Sampdoria,25,midfield,Algeria,2500000.0
Antonino Gallo,US Lecce,23,Defender,Italy,2500000.0
Emil Konradsen Ceide,US Sassuolo,21,Attack,Norway,2500000.0
Giacomo Bonaventura,ACF Fiorentina,33,midfield,Italy,2500000.0
Nampalys Mendy,Leicester City,31,midfield,Senegal,2500000.0
Assan Ceesay,US Lecce,29,Attack,The Gambia,2500000.0
Tyronne Ebuehi,FC Empoli,27,Defender,Nigeria,2500000.0
Tiemoué Bakayoko,AC Milan,28,midfield,France,2500000.0
Darko Lazovic,Hellas Verona,32,midfield,Serbia,2500000.0
Ezequiel Ponce,Elche CF,26,Attack,Argentina,2500000.0
Tete Morente,Elche CF,26,Attack,Spain,2500000.0
Raúl Guti,Elche CF,26,midfield,Spain,2500000.0
Raúl García,Athletic Bilbao,36,Attack,Spain,2500000.0
William Troost-Ekong,US Salernitana 1919,29,Defender,Nigeria,2500000.0
Adam Masina,Udinese Calcio,29,Defender,Morocco,2500000.0
Dylan Bronn,US Salernitana 1919,28,Defender,Tunisia,2500000.0
Kingsley Ehizibue,Udinese Calcio,28,Defender,Netherlands,2500000.0
Choco Lozano,Cádiz CF,30,Attack,Honduras,2500000.0
Samuele Birindelli,AC Monza,23,Defender,Italy,2300000.0
Pablo Galdames,US Cremonese,26,midfield,Chile,2300000.0
Petar Stojanovic,FC Empoli,27,Defender,Slovenia,2300000.0
Christopher Antwi-Adjei,VfL Bochum,29,Attack,Ghana,2200000.0
Maxim Leitsch,1.FSV Mainz 05,25,Defender,Germany,2000000.0
Sebastian Rode,Eintracht Frankfurt,32,midfield,Germany,2000000.0
Merlin Röhl,SC Freiburg,20,midfield,Germany,2000000.0
Nathaniel Clyne,Crystal Palace,32,Defender,England,2000000.0
Manuel De Luca,UC Sampdoria,24,Attack,Italy,2000000.0
Fabrizio Angileri,Getafe CF,29,Defender,Argentina,2000000.0
Arnau Tenas,FC Barcelona,22,Goalkeeper,Spain,2000000.0
Jesús Vallejo,Real Madrid,26,Defender,Spain,2000000.0
Nadir Zortea,US Sassuolo,24,Defender,Italy,2000000.0
Hans Nicolussi Caviglia,US Salernitana 1919,23,midfield,Italy,2000000.0
Jonny Evans,Leicester City,35,Defender,Northern Ireland,2000000.0
Zlatan Ibrahimović,AC Milan,41,Attack,Sweden,2000000.0
Gorka Guruzeta,Athletic Bilbao,26,Attack,Spain,2000000.0
Jordan Amavi,Getafe CF,29,Defender,France,2000000.0
Yuri Berchiche,Athletic Bilbao,33,Defender,Spain,2000000.0
Joe Hodge,Wolverhampton Wanderers,20,midfield,Ireland,2000000.0
Dani García,Athletic Bilbao,33,midfield,Spain,2000000.0
Gian Marco Ferrari,US Sassuolo,31,Defender,Italy,2000000.0
Rubén Alcaraz,Cádiz CF,32,midfield,Spain,2000000.0
Luka Milivojevic,Crystal Palace,32,midfield,Serbia,2000000.0
Cheikhou Kouyaté,Nottingham Forest,33,midfield,Senegal,2000000.0
Gonzalo Escalante,Cádiz CF,30,midfield,Argentina,2000000.0
Felipe,Nottingham Forest,34,Defender,Brazil,2000000.0
Fede San Emeterio,Cádiz CF,26,midfield,Spain,2000000.0
Sergi Guardiola,Cádiz CF,32,Attack,Spain,2000000.0
Brian Ocampo,Cádiz CF,24,Attack,Uruguay,2000000.0
Liberato Cacace,FC Empoli,22,Defender,New Zealand,2000000.0
Rubén Sobrino,Cádiz CF,31,Attack,Spain,2000000.0
Roger Martí,Cádiz CF,32,Attack,Spain,2000000.0
Caden Clark,RB Leipzig,20,midfield,United States,2000000.0
Stefan Bell,1.FSV Mainz 05,31,Defender,Germany,2000000.0
Aymen Barkok,1.FSV Mainz 05,25,midfield,Morocco,2000000.0
Cyril Ngonge,Hellas Verona,23,Attack,Belgium,2000000.0
Leonardo Sernicola,US Cremonese,25,Defender,Italy,2000000.0
Giacomo Quagliata,US Cremonese,23,Defender,Italy,2000000.0
Fernando Calero,RCD Espanyol Barcelona,27,Defender,Spain,2000000.0
Sergi Gómez,RCD Espanyol Barcelona,31,Defender,Spain,2000000.0
Neeskens Kebano,Fulham FC,31,Attack,DR Congo,2000000.0
Tom Cairney,Fulham FC,32,midfield,Scotland,2000000.0
Pietro Terracciano,ACF Fiorentina,33,Goalkeeper,Italy,2000000.0
David López,Girona FC,33,Defender,Spain,2000000.0
Riccardo Saponara,ACF Fiorentina,31,midfield,Italy,2000000.0
Michael Frey,FC Schalke 04,28,Attack,Switzerland,2000000.0
Shane Duffy,Fulham FC,31,Defender,Ireland,2000000.0
Aleksa Terzic,ACF Fiorentina,23,Defender,Serbia,2000000.0
Jack Stacey,AFC Bournemouth,27,Defender,England,2000000.0
Giovanni González,RCD Mallorca,28,Defender,Uruguay,2000000.0
Lorenzo Venuti,ACF Fiorentina,28,Defender,Italy,2000000.0
Amath Ndiaye,RCD Mallorca,26,Attack,Senegal,2000000.0
Radamel Falcao,Rayo Vallecano,37,Attack,Colombia,2000000.0
Tommaso Augello,UC Sampdoria,28,Defender,Italy,2000000.0
Chumi,UD Almería,24,Defender,Spain,2000000.0
Reinier,Girona FC,21,midfield,Brazil,2000000.0
Manolo Gabbiadini,UC Sampdoria,31,Attack,Italy,2000000.0
Houboulang Mendes,UD Almería,25,Defender,Guinea-Bissau,2000000.0
Daniele Rugani,Juventus FC,28,Defender,Italy,2000000.0
Iván Villar,Celta de Vigo,25,Goalkeeper,Spain,2000000.0
Teden Mengi,Manchester United,21,Defender,England,2000000.0
Kristoffer Askildsen,US Lecce,22,midfield,Norway,2000000.0
Arnau Puigmal,UD Almería,22,midfield,Spain,2000000.0
Agustín Marchesín,Celta de Vigo,35,Goalkeeper,Argentina,2000000.0
Ronaldo Vieira,Torino FC,24,midfield,England,2000000.0
Jawad El Yamiq,Real Valladolid CF,31,Defender,Morocco,2000000.0
Sam Lammers,UC Sampdoria,26,Attack,Netherlands,2000000.0
Matija Sarkic,Wolverhampton Wanderers,25,Goalkeeper,Montenegro,2000000.0
Sergio León,Real Valladolid CF,34,Attack,Spain,2000000.0
Daniel Bentley,Wolverhampton Wanderers,29,Goalkeeper,England,2000000.0
Craig Dawson,Wolverhampton Wanderers,33,Defender,England,2000000.0
Emmanuel Gyasi,Spezia Calcio,29,Attack,Ghana,2000000.0
Thiago Silva,Chelsea FC,38,Defender,Brazil,2000000.0
Rhys Williams,Liverpool FC,22,Defender,England,2000000.0
Gonçalo Paciência,Celta de Vigo,28,Attack,Portugal,2000000.0
James Bree,Southampton FC,25,Defender,England,2000000.0
Filip Uremovic,Hertha BSC,26,Defender,Croatia,2000000.0
Oscar Fraulo,Borussia Mönchengladbach,19,midfield,Denmark,2000000.0
Bouna Sarr,Bayern Munich,31,Defender,Senegal,2000000.0
Thomas Delaney,TSG 1899 Hoffenheim,31,midfield,Denmark,2000000.0
Dimitrios Limnios,1.FC Köln,25,Attack,Greece,2000000.0
Kevin Behrens,1.FC Union Berlin,32,Attack,Germany,2000000.0
Juan José Perea,VfB Stuttgart,23,Attack,Colombia,2000000.0
Asier Illarramendi,Real Sociedad,33,midfield,Spain,2000000.0
Maximilian Philipp,SV Werder Bremen,29,Attack,Germany,2000000.0
John Anthony Brooks,TSG 1899 Hoffenheim,30,Defender,United States,2000000.0
Éder Balanta,FC Schalke 04,30,midfield,Colombia,2000000.0
Timothy Fosu-Mensah,Bayer 04 Leverkusen,25,Defender,Netherlands,2000000.0
Josuha Guilavogui,VfL Wolfsburg,32,midfield,France,2000000.0
Kilian Fischer,VfL Wolfsburg,22,Defender,Germany,2000000.0
Maximilian Mittelstädt,Hertha BSC,26,Defender,Germany,2000000.0
Darko Brasanac,CA Osasuna,31,midfield,Serbia,2000000.0
Thomas Ouwejan,FC Schalke 04,26,Defender,Netherlands,2000000.0
Ben Mee,Brentford FC,33,Defender,England,2000000.0
Chiquinho,Wolverhampton Wanderers,23,Attack,Portugal,2000000.0
Cristhian Stuani,Girona FC,36,Attack,Uruguay,2000000.0
Mattia Caldara,Spezia Calcio,29,Defender,Italy,2000000.0
Fernando Martínez,UD Almería,33,Goalkeeper,Spain,2000000.0
Diego Valencia,US Salernitana 1919,23,Attack,Chile,2000000.0
Pol Lirola,Elche CF,25,Defender,Spain,2000000.0
Mohamed Fares,SS Lazio,27,midfield,Algeria,2000000.0
Alberto Grassi,FC Empoli,28,midfield,Italy,2000000.0
Nicolás Fernández Mercau,Elche CF,23,Defender,Argentina,2000000.0
Diego Costa,Wolverhampton Wanderers,34,Attack,Spain,2000000.0
Stefan Mitrovic,Getafe CF,33,Defender,Serbia,2000000.0
Emanuel Vignato,FC Empoli,22,Attack,Italy,2000000.0
Saman Ghoddos,Brentford FC,29,midfield,Iran,2000000.0
Mark Travers,AFC Bournemouth,24,Goalkeeper,Ireland,2000000.0
Alessandro Florenzi,AC Milan,32,Defender,Italy,2000000.0
Beñat Turrientes,Real Sociedad,21,midfield,Spain,2000000.0
Nicolas Haas,FC Empoli,27,midfield,Switzerland,2000000.0
Grigoris Kastanos,US Salernitana 1919,25,midfield,Cyprus,1800000.0
Steve Cook,Nottingham Forest,32,Defender,England,1800000.0
Alexander Callens,Girona FC,31,Defender,Peru,1800000.0
Kristoffer Klaesson,Leeds United,22,Goalkeeper,Norway,1800000.0
Óscar de Marcos,Athletic Bilbao,34,Defender,Spain,1800000.0
Lisandro Magallán,Elche CF,29,Defender,Argentina,1800000.0
Adolfo Gaich,Hellas Verona,24,Attack,Argentina,1800000.0
Ebrima Darboe,AS Roma,22,midfield,The Gambia,1800000.0
Filip Djuricic,UC Sampdoria,31,midfield,Serbia,1800000.0
Randy Nteka,Elche CF,25,midfield,France,1800000.0
Federico Di Francesco,US Lecce,29,Attack,Italy,1800000.0
Filippo Ranocchia,AC Monza,22,midfield,Italy,1800000.0
Luke Ayling,Leeds United,31,Defender,England,1800000.0
Kevin Lasagna,Hellas Verona,30,Attack,Italy,1800000.0
Léo Baptistão,UD Almería,30,Attack,Brazil,1800000.0
André Ayew,Nottingham Forest,33,Attack,Ghana,1800000.0
Luka Lochoshvili,US Cremonese,25,Defender,Georgia,1800000.0
Kike García,CA Osasuna,33,Attack,Spain,1800000.0
Ander Capa,Athletic Bilbao,31,Defender,Spain,1800000.0
Danny da Costa,1.FSV Mainz 05,29,Defender,Germany,1800000.0
Danilo Soares,VfL Bochum,31,Defender,Brazil,1800000.0
Cédric Brunner,FC Schalke 04,29,Defender,Switzerland,1800000.0
Pierre Kunde,VfL Bochum,27,midfield,Cameroon,1700000.0
Luca Pfeiffer,VfB Stuttgart,26,Attack,Germany,1700000.0
Marko Pjaca,FC Empoli,28,Attack,Croatia,1700000.0
Pietro Ceccaroni,US Lecce,27,Defender,Italy,1600000.0
Bartosz Bereszynski,SSC Napoli,30,Defender,Poland,1600000.0
Ryan Fredericks,AFC Bournemouth,30,Defender,England,1500000.0
Mattia Valoti,AC Monza,29,midfield,Italy,1500000.0
José Machín,AC Monza,26,midfield,Equatorial Guinea,1500000.0
Daniel Samek,US Lecce,19,midfield,Czech Republic,1500000.0
Francesco Caputo,FC Empoli,35,Attack,Italy,1500000.0
Phil Jones,Manchester United,31,Defender,England,1500000.0
Ángel Algobia,Getafe CF,24,midfield,Spain,1500000.0
Valery Fernández,Girona FC,23,Attack,Spain,1500000.0
Luis Pérez,Real Valladolid CF,28,Defender,Spain,1500000.0
Sergio Escudero,Real Valladolid CF,33,Defender,Spain,1500000.0
Leonardo Buta,Udinese Calcio,21,Defender,Portugal,1500000.0
Francisco Portillo,UD Almería,33,Attack,Spain,1500000.0
Marco Benassi,US Cremonese,28,midfield,Italy,1500000.0
Guillermo Ochoa,US Salernitana 1919,37,Goalkeeper,Mexico,1500000.0
Jean-Daniel Akpa Akpro,FC Empoli,30,midfield,Cote d'Ivoire,1500000.0
Domen Crnigoj,US Salernitana 1919,27,midfield,Slovenia,1500000.0
Grégoire Defrel,US Sassuolo,32,Attack,France,1500000.0
Juanpe,Girona FC,32,Defender,Spain,1500000.0
Norbert Gyomber,US Salernitana 1919,30,Defender,Slovakia,1500000.0
Luca Caldirola,AC Monza,32,Defender,Italy,1500000.0
Yayah Kallon,Hellas Verona,21,Attack,Sierra Leone,1500000.0
Robin Olsen,Aston Villa,33,Goalkeeper,Sweden,1500000.0
João Moutinho,Spezia Calcio,25,Defender,Portugal,1500000.0
Zanka,Brentford FC,33,Defender,Denmark,1500000.0
James Milner,Liverpool FC,37,midfield,England,1500000.0
Ibrahim Sulemana,Hellas Verona,20,midfield,Ghana,1500000.0
Iza Carcelén,Cádiz CF,30,Defender,Spain,1500000.0
Viktor Kovalenko,Spezia Calcio,27,midfield,Ukraine,1500000.0
Nicola Sansone,Bologna FC 1909,31,Attack,Italy,1500000.0
Chris Ramos,Cádiz CF,26,Attack,Spain,1500000.0
Fraser Forster,Tottenham Hotspur,35,Goalkeeper,England,1500000.0
Bernardo Espinosa,Girona FC,33,Defender,Colombia,1500000.0
Filip Jörgensen,Villarreal CF,21,Goalkeeper,Denmark,1500000.0
Salvi Sánchez,Rayo Vallecano,32,Attack,Spain,1500000.0
Álex Centelles,UD Almería,23,Defender,Spain,1500000.0
Abdul Mumin,Rayo Vallecano,25,Defender,Ghana,1500000.0
Filippo Terracciano,Hellas Verona,20,midfield,Italy,1500000.0
Dani Gómez,RCD Espanyol Barcelona,24,Attack,Spain,1500000.0
Dominik Greif,RCD Mallorca,26,Goalkeeper,Slovakia,1500000.0
Antonio Candreva,US Salernitana 1919,36,midfield,Italy,1500000.0
Martin Dúbravka,Newcastle United,34,Goalkeeper,Slovakia,1500000.0
Matija Nastasic,RCD Mallorca,30,Defender,Serbia,1500000.0
Ajdin Hrustic,Hellas Verona,26,midfield,Australia,1500000.0
Federico Ceccherini,Hellas Verona,31,Defender,Italy,1500000.0
Kenedy,Real Valladolid CF,27,Attack,Brazil,1500000.0
Aleix Vidal,RCD Espanyol Barcelona,33,Attack,Spain,1500000.0
Mile Svilar,AS Roma,23,Goalkeeper,Serbia,1500000.0
Augusto Solari,Celta de Vigo,31,Attack,Argentina,1500000.0
Jack Butland,Manchester United,30,Goalkeeper,England,1500000.0
Enzo Roco,Elche CF,30,Defender,Chile,1500000.0
Pablo Ibáñez,CA Osasuna,24,midfield,Spain,1500000.0
Diego González,Elche CF,28,Defender,Spain,1500000.0
Leonardo Bonucci,Juventus FC,36,Defender,Italy,1500000.0
Andros Townsend,Everton FC,31,Attack,England,1500000.0
Carlos Clerc,Elche CF,31,Defender,Spain,1500000.0
Marco Sportiello,Atalanta BC,31,Goalkeeper,Italy,1500000.0
Pedro,SS Lazio,35,Attack,Spain,1500000.0
Joaquín,Real Betis Balompié,41,Attack,Spain,1500000.0
Andrés Guardado,Real Betis Balompié,36,midfield,Mexico,1500000.0
Danilo D'Ambrosio,Inter Milan,34,Defender,Italy,1500000.0
Stuart Dallas,Leeds United,32,Defender,Northern Ireland,1500000.0
