,Players,Club,Position,Age,Nationality,Values
2388,Cengiz Ünder,Olympique Marseille,Attack,26,Turkey,20000000.0
4367,Gift Orban,KAA Gent,Attack,20,Nigeria,20000000.0
713,Gerard Moreno,Villarreal CF,Attack,31,Spain,20000000.0
2880,Ricardo Horta,SC Braga,Attack,28,Portugal,20000000.0
162,Emerson Royal,Tottenham Hotspur,Defender,24,Brazil,20000000.0
443,Dominic Solanke,AFC Bournemouth,Attack,25,England,20000000.0
284,Vitaly Janelt,Brentford FC,midfield,25,Germany,20000000.0
803,Youssef En-Nesyri,Sevilla FC,Attack,26,Morocco,20000000.0
1313,Dodô,ACF Fiorentina,Defender,24,Brazil,20000000.0
508,Sander Berge,Sheffield United,midfield,25,Norway,20000000.0
1825,Nicolas Seiwald,RB Leipzig,midfield,22,Austria,20000000.0
2330,Enzo Le Fée,Stade Rennais FC,midfield,23,France,20000000.0
2295,Warren Zaïre-Emery,Paris Saint-Germain,midfield,17,France,20000000.0
833,David García,CA Osasuna,Defender,29,Spain,20000000.0
1252,Éderson,Atalanta BC,midfield,24,Brazil,20000000.0
220,Diego Carlos,Aston Villa,Defender,30,Brazil,20000000.0
729,Nabil Fekir,Real Betis Balompié,midfield,29,France,20000000.0
2781,Fredrik Aursnes,SL Benfica,midfield,27,Norway,20000000.0
597,Brahim Díaz,Real Madrid,midfield,23,Spain,20000000.0
1972,Philipp Lienhart,SC Freiburg,Defender,27,Austria,20000000.0
119,Harry Maguire,Manchester United,Defender,30,England,20000000.0
737,Borja Iglesias,Real Betis Balompié,Attack,30,Spain,20000000.0
1290,Bryan Cristante,AS Roma,midfield,28,Italy,20000000.0
2347,Vanderson,AS Monaco,Defender,22,Brazil,20000000.0
1172,Davide Calabria,AC Milan,Defender,26,Italy,20000000.0
2782,Florentino,SL Benfica,midfield,23,Portugal,20000000.0
620,Ilkay Gündogan,FC Barcelona,midfield,32,Germany,20000000.0
822,André Almeida,Valencia CF,midfield,23,Portugal,20000000.0
633,Mario Hermoso,Atlético de Madrid,Defender,28,Spain,20000000.0
2345,Caio Henrique,AS Monaco,Defender,25,Brazil,20000000.0
26,Riyad Mahrez,Manchester City,Attack,32,Algeria,20000000.0
2369,Chancel Mbemba,Olympique Marseille,Defender,28,DR Congo,20000000.0
423,Ilya Zabarnyi,AFC Bournemouth,Defender,20,Ukraine,20000000.0
355,Demarai Gray,Everton FC,Attack,27,Jamaica,20000000.0
371,Neco Williams,Nottingham Forest,Defender,22,Wales,20000000.0
1741,Marcel Sabitzer,Bayern Munich,midfield,29,Austria,20000000.0
1732,Raphaël Guerreiro,Bayern Munich,Defender,29,Portugal,20000000.0
2363,Breel Embolo,AS Monaco,Attack,26,Switzerland,20000000.0
407,Jefferson Lerma,Crystal Palace,midfield,28,Colombia,20000000.0
1770,Granit Xhaka,Bayer 04 Leverkusen,midfield,30,Switzerland,20000000.0
1295,Nicola Zalewski,AS Roma,midfield,21,Poland,20000000.0
1752,Mathys Tel,Bayern Munich,Attack,18,France,20000000.0
1759,Jonathan Tah,Bayer 04 Leverkusen,Defender,27,Germany,20000000.0
12,Rico Lewis,Manchester City,Defender,18,England,20000000.0
354,Dwight McNeil,Everton FC,Attack,23,England,20000000.0
133,Fred,Manchester United,midfield,30,Brazil,20000000.0
429,Philip Billing,AFC Bournemouth,midfield,27,Denmark,20000000.0
1443,Samuele Ricci,Torino FC,midfield,21,Italy,20000000.0
2820,Galeno,FC Porto,Attack,25,Brazil,20000000.0
1775,Amine Adli,Bayer 04 Leverkusen,Attack,23,France,20000000.0
1235,Merih Demiral,Atalanta BC,Defender,25,Turkey,20000000.0
2307,Hugo Ekitiké,Paris Saint-Germain,Attack,21,France,20000000.0
2325,Lovro Majer,Stade Rennais FC,midfield,25,Croatia,20000000.0
325,Daniel Podence,Wolverhampton Wanderers,Attack,27,Portugal,20000000.0
705,Álex Baena,Villarreal CF,midfield,21,Spain,20000000.0
2329,Ludovic Blas,Stade Rennais FC,midfield,25,France,20000000.0
2308,Mauro Icardi,Paris Saint-Germain,Attack,30,Argentina,19000000.0
1444,Ivan Ilic,Torino FC,midfield,22,Serbia,19000000.0
2484,Angel Gomes,LOSC Lille,midfield,22,England,18000000.0
361,Moussa Niakhaté,Nottingham Forest,Defender,27,Senegal,18000000.0
66,Trevoh Chalobah,Chelsea FC,Defender,24,England,18000000.0
321,João Gomes,Wolverhampton Wanderers,midfield,22,Brazil,18000000.0
1895,Mattias Svanberg,VfL Wolfsburg,midfield,24,Sweden,18000000.0
293,Yoane Wissa,Brentford FC,Attack,26,DR Congo,18000000.0
60,Kepa Arrizabalaga,Chelsea FC,Goalkeeper,28,Spain,18000000.0
99,Konstantinos Tsimikas,Liverpool FC,Defender,27,Greece,18000000.0
1973,Matthias Ginter,SC Freiburg,Defender,29,Germany,18000000.0
142,Anthony Elanga,Manchester United,Attack,21,Sweden,18000000.0
514,Iliman Ndiaye,Sheffield United,Attack,23,Senegal,18000000.0
54,Nicolas Pépé,Arsenal FC,Attack,28,Cote d'Ivoire,18000000.0
3721,Sebastian Szymanski,Fenerbahce,midfield,24,Poland,18000000.0
2575,Habib Diallo,RC Strasbourg Alsace,Attack,28,Senegal,18000000.0
556,Nuno Tavares,Arsenal FC,Defender,23,Portugal,18000000.0
2285,Nordi Mukiele,Paris Saint-Germain,Defender,25,France,18000000.0
120,Victor Lindelöf,Manchester United,Defender,28,Sweden,18000000.0
1281,Gianluca Mancini,AS Roma,Defender,27,Italy,18000000.0
144,Amad Diallo,Manchester United,Attack,21,Cote d'Ivoire,18000000.0
1351,Luis Alberto,SS Lazio,midfield,30,Spain,18000000.0
2442,Bradley Barcola,Olympique Lyon,Attack,20,France,18000000.0
1760,Odilon Kossounou,Bayer 04 Leverkusen,Defender,22,Cote d'Ivoire,18000000.0
114,Dean Henderson,Manchester United,Goalkeeper,26,England,18000000.0
1903,Patrick Wimmer,VfL Wolfsburg,Attack,22,Austria,18000000.0
1226,Moise Kean,Juventus FC,Attack,23,Italy,18000000.0
250,Thilo Kehrer,West Ham United,Defender,26,Germany,18000000.0
301,José Sá,Wolverhampton Wanderers,Goalkeeper,30,Portugal,18000000.0
1943,Nico Elvedi,Borussia Mönchengladbach,Defender,26,Switzerland,18000000.0
1207,Denis Zakaria,Juventus FC,midfield,26,Switzerland,18000000.0
1208,Nicolò Rovella,Juventus FC,midfield,21,Italy,18000000.0
424,Lloyd Kelly,AFC Bournemouth,Defender,24,England,18000000.0
3354,Jesper Karlsson,AZ Alkmaar,Attack,24,Sweden,18000000.0
2824,Mehdi Taremi,FC Porto,Attack,30,Iran,18000000.0
2328,Benjamin Bourigeaud,Stade Rennais FC,midfield,29,France,18000000.0
460,Andreas Pereira,Fulham FC,midfield,27,Brazil,18000000.0
2389,Vitinha,Olympique Marseille,Attack,23,Portugal,18000000.0
175,Manor Solomon,Tottenham Hotspur,Attack,23,Israel,18000000.0
1212,Weston McKennie,Juventus FC,midfield,24,United States,18000000.0
456,Harrison Reed,Fulham FC,midfield,28,England,18000000.0
1104,Mathías Olivera,SSC Napoli,Defender,25,Uruguay,18000000.0
171,Ryan Sessegnon,Tottenham Hotspur,midfield,23,England,18000000.0
2357,Eliesse Ben Seghir,AS Monaco,midfield,18,France,18000000.0
1305,Nikola Milenkovic,ACF Fiorentina,Defender,25,Serbia,18000000.0
448,Issa Diop,Fulham FC,Defender,26,France,18000000.0
3741,Victor Nelsson,Galatasaray,Defender,24,Denmark,18000000.0
685,Umar Sadiq,Real Sociedad,Attack,26,Nigeria,18000000.0
168,Yves Bissouma,Tottenham Hotspur,midfield,26,Mali,18000000.0
337,James Tarkowski,Everton FC,Defender,30,England,18000000.0
1779,Adam Hlozek,Bayer 04 Leverkusen,Attack,20,Czech Republic,18000000.0
1847,Robin Koch,Eintracht Frankfurt,Defender,26,Germany,18000000.0
154,Eric Dier,Tottenham Hotspur,Defender,29,England,18000000.0
1340,Alessio Romagnoli,SS Lazio,Defender,28,Italy,18000000.0
1392,Domenico Berardi,US Sassuolo,Attack,28,Italy,18000000.0
823,Yunus Musah,Valencia CF,midfield,20,United States,18000000.0
1097,Alex Meret,SSC Napoli,Goalkeeper,26,Italy,18000000.0
483,Josh Brownhill,Burnley FC,midfield,27,England,18000000.0
2318,Adrien Truffert,Stade Rennais FC,Defender,21,France,18000000.0
1990,Ritsu Doan,SC Freiburg,Attack,25,Japan,18000000.0
23,Cole Palmer,Manchester City,midfield,21,England,18000000.0
1389,Armand Laurienté,US Sassuolo,Attack,24,France,18000000.0
2400,Salis Abdul Samed,RC Lens,midfield,23,Ghana,18000000.0
1933,Sheraldo Becker,1.FC Union Berlin,Attack,28,Suriname,17000000.0
1886,Maxence Lacroix,VfL Wolfsburg,Defender,23,France,17000000.0
1913,Danilho Doekhi,1.FC Union Berlin,Defender,25,Netherlands,17000000.0
262,Nikola Vlasic,West Ham United,midfield,25,Croatia,17000000.0
433,Marcus Tavernier,AFC Bournemouth,midfield,24,England,17000000.0
3713,Ferdi Kadioglu,Fenerbahce,Defender,23,Turkey,17000000.0
4386,Arthur Vermeeren,Royal Antwerp FC,midfield,18,Belgium,17000000.0
1826,Amadou Haidara,RB Leipzig,midfield,25,Mali,17000000.0
1473,Nicolás Domínguez,Bologna FC 1909,midfield,25,Argentina,17000000.0
2376,Jordan Veretout,Olympique Marseille,midfield,30,France,16000000.0
148,Guglielmo Vicario,Tottenham Hotspur,Goalkeeper,26,Italy,16000000.0
650,Samuel Lino,Atlético de Madrid,Attack,23,Brazil,16000000.0
2607,Alban Lafont,FC Nantes,Goalkeeper,24,France,16000000.0
349,André Gomes,Everton FC,midfield,29,Portugal,16000000.0
1328,Jonathan Ikoné,ACF Fiorentina,Attack,25,France,16000000.0
84,Hakim Ziyech,Chelsea FC,Attack,30,Morocco,16000000.0
645,Koke,Atlético de Madrid,midfield,31,Spain,16000000.0
213,Callum Wilson,Newcastle United,Attack,31,England,16000000.0
347,James Garner,Everton FC,midfield,22,England,16000000.0
378,Orel Mangala,Nottingham Forest,midfield,25,Belgium,16000000.0
343,Nathan Patterson,Everton FC,Defender,21,Scotland,16000000.0
1832,Fábio Carvalho,RB Leipzig,midfield,20,Portugal,16000000.0
709,Ben Brereton Díaz,Villarreal CF,Attack,24,Chile,16000000.0
2474,Tiago Djaló,LOSC Lille,Defender,23,Portugal,16000000.0
2769,Odysseas Vlachodimos,SL Benfica,Goalkeeper,29,Greece,16000000.0
2874,Al-Musrati,SC Braga,midfield,27,Libya,16000000.0
449,Tosin Adarabioyo,Fulham FC,Defender,25,England,16000000.0
285,Christian Nörgaard,Brentford FC,midfield,29,Denmark,16000000.0
2470,Gaëtan Laborde,OGC Nice,Attack,29,France,16000000.0
463,Harry Wilson,Fulham FC,Attack,26,Wales,16000000.0
275,Kristoffer Ajer,Brentford FC,Defender,25,Norway,16000000.0
287,Josh Dasilva,Brentford FC,midfield,24,England,16000000.0
3754,Sacha Boey,Galatasaray,Defender,22,France,16000000.0
3290,Joey Veerman,PSV Eindhoven,midfield,24,Netherlands,16000000.0
2808,João Mário,FC Porto,Defender,23,Portugal,16000000.0
472,Jordan Beyer,Burnley FC,Defender,23,Germany,16000000.0
1213,Arthur Melo,Juventus FC,midfield,26,Brazil,15000000.0
665,Igor Zubeldia,Real Sociedad,Defender,26,Spain,15000000.0
1498,Carlos Augusto,AC Monza,Defender,24,Brazil,15000000.0
1214,Paul Pogba,Juventus FC,midfield,30,France,15000000.0
1848,Tuta,Eintracht Frankfurt,Defender,24,Brazil,15000000.0
453,Kenny Tete,Fulham FC,Defender,27,Netherlands,15000000.0
1196,Danilo,Juventus FC,Defender,31,Brazil,15000000.0
1215,Fabio Miretti,Juventus FC,midfield,19,Italy,15000000.0
415,Odsonne Edouard,Crystal Palace,Attack,25,France,15000000.0
3255,Calvin Bassey,Ajax Amsterdam,Defender,23,Nigeria,15000000.0
3300,Justin Bijlow,Feyenoord Rotterdam,Goalkeeper,25,Netherlands,15000000.0
866,Fran Beltrán,Celta de Vigo,midfield,24,Spain,15000000.0
715,Rui Silva,Real Betis Balompié,Goalkeeper,29,Portugal,15000000.0
210,Jacob Murphy,Newcastle United,Attack,28,England,15000000.0
3768,Kerem Aktürkoglu,Galatasaray,Attack,24,Turkey,15000000.0
4334,Mike Trésor,KRC Genk,midfield,24,Belgium,15000000.0
46,Albert Sambi Lokonga,Arsenal FC,midfield,23,Belgium,15000000.0
974,Vedat Muriqi,RCD Mallorca,Attack,29,Kosovo,15000000.0
844,Aimar Oroz,CA Osasuna,midfield,21,Spain,15000000.0
2034,Konstantinos Mavropanos,VfB Stuttgart,Defender,25,Greece,15000000.0
1840,André Silva,RB Leipzig,Attack,27,Portugal,15000000.0
164,Oliver Skipp,Tottenham Hotspur,midfield,22,England,15000000.0
3314,Mats Wieffer,Feyenoord Rotterdam,midfield,23,Netherlands,15000000.0
718,Luiz Felipe,Real Betis Balompié,Defender,26,Italy,15000000.0
155,Davinson Sánchez,Tottenham Hotspur,Defender,27,Colombia,15000000.0
330,Sasa Kalajdzic,Wolverhampton Wanderers,Attack,26,Austria,15000000.0
634,Caglar Söyüncü,Atlético de Madrid,Defender,27,Turkey,15000000.0
1802,Felix Nmecha,Borussia Dortmund,midfield,22,Germany,15000000.0
1914,Diogo Leite,1.FC Union Berlin,Defender,24,Portugal,15000000.0
1380,Maxime López,US Sassuolo,midfield,25,France,15000000.0
176,Bryan Gil,Tottenham Hotspur,Attack,22,Spain,15000000.0
1120,Matteo Politano,SSC Napoli,Attack,29,Italy,15000000.0
625,Abde Ezzalzouli,FC Barcelona,Attack,21,Morocco,15000000.0
77,Andrey Santos,Chelsea FC,midfield,19,Brazil,15000000.0
78,Carney Chukwuemeka,Chelsea FC,midfield,19,England,15000000.0
598,Arda Güler,Real Madrid,midfield,18,Turkey,15000000.0
147,Anthony Martial,Manchester United,Attack,27,France,15000000.0
2364,Wissam Ben Yedder,AS Monaco,Attack,32,France,15000000.0
1394,Andrea Pinamonti,US Sassuolo,Attack,24,Italy,15000000.0
2296,Renato Sanches,Paris Saint-Germain,midfield,25,Portugal,15000000.0
1148,Robin Gosens,Inter Milan,midfield,29,Germany,15000000.0
169,Pape Matar Sarr,Tottenham Hotspur,midfield,20,Senegal,15000000.0
2360,Krépin Diatta,AS Monaco,Attack,24,Senegal,15000000.0
2465,Sofiane Diop,OGC Nice,Attack,23,France,15000000.0
734,Luiz Henrique,Real Betis Balompié,Attack,22,Brazil,15000000.0
227,Leander Dendoncker,Aston Villa,midfield,28,Belgium,15000000.0
3294,Noa Lang,PSV Eindhoven,Attack,24,Netherlands,15000000.0
1504,Matteo Pessina,AC Monza,midfield,26,Italy,15000000.0
2331,Désiré Doué,Stade Rennais FC,midfield,18,France,15000000.0
314,Nélson Semedo,Wolverhampton Wanderers,Defender,29,Portugal,15000000.0
915,Arnau Martínez,Girona FC,Defender,20,Spain,15000000.0
1822,Benjamin Henrichs,RB Leipzig,Defender,26,Germany,15000000.0
1183,Alexis Saelemaekers,AC Milan,Attack,24,Belgium,15000000.0
760,Álex Berenguer,Athletic Bilbao,Attack,28,Spain,15000000.0
694,Alfonso Pedraza,Villarreal CF,Defender,27,Spain,15000000.0
224,Lucas Digne,Aston Villa,Defender,29,France,15000000.0
223,Álex Moreno,Aston Villa,Defender,30,Spain,15000000.0
2856,Trincão,Sporting CP,Attack,23,Portugal,15000000.0
1573,Tommaso Baldanzi,FC Empoli,midfield,20,Italy,15000000.0
594,Toni Kroos,Real Madrid,midfield,33,Germany,15000000.0
1366,Ciro Immobile,SS Lazio,Attack,33,Italy,15000000.0
1591,Morten Hjulmand,US Lecce,midfield,24,Denmark,15000000.0
3756,Lucas Torreira,Galatasaray,midfield,27,Uruguay,15000000.0
452,Antonee Robinson,Fulham FC,Defender,25,United States,15000000.0
104,Thiago,Liverpool FC,midfield,32,Spain,15000000.0
1123,Giovanni Simeone,SSC Napoli,Attack,28,Argentina,15000000.0
743,Yeray Álvarez,Athletic Bilbao,Defender,28,Spain,15000000.0
730,Sergio Canales,Real Betis Balompié,midfield,32,Spain,15000000.0
2384,Ruslan Malinovskyi,Olympique Marseille,midfield,30,Ukraine,15000000.0
1362,Felipe Anderson,SS Lazio,Attack,30,Brazil,15000000.0
81,Callum Hudson-Odoi,Chelsea FC,Attack,22,England,15000000.0
3339,Milos Kerkez,AZ Alkmaar,Defender,19,Hungary,15000000.0
159,Ben Davies,Tottenham Hotspur,Defender,30,Wales,15000000.0
2079,Anton Stach,1.FSV Mainz 05,midfield,24,Germany,15000000.0
1469,Stefan Posch,Bologna FC 1909,Defender,26,Austria,14000000.0
2374,Jonathan Clauss,Olympique Marseille,Defender,30,France,14000000.0
1241,Joakim Maehle,Atalanta BC,Defender,26,Denmark,14000000.0
2377,Geoffrey Kondogbia,Olympique Marseille,midfield,30,Central African Republic,14000000.0
658,Memphis Depay,Atlético de Madrid,Attack,29,Netherlands,14000000.0
276,Ethan Pinnock,Brentford FC,Defender,30,Jamaica,14000000.0
170,Giovani Lo Celso,Tottenham Hotspur,midfield,27,Argentina,14000000.0
3359,Vangelis Pavlidis,AZ Alkmaar,Attack,24,Greece,14000000.0
666,Aritz Elustondo,Real Sociedad,Defender,29,Spain,14000000.0
1420,Lazar Samardžić,Udinese Calcio,midfield,21,Serbia,14000000.0
4311,Andreas Skov Olsen,Club Brugge KV,Attack,23,Denmark,14000000.0
1906,Jonas Wind,VfL Wolfsburg,Attack,24,Denmark,14000000.0
819,Hugo Guillamón,Valencia CF,midfield,23,Spain,14000000.0
1806,Jamie Bynoe-Gittens,Borussia Dortmund,Attack,18,England,14000000.0
1820,David Raum,RB Leipzig,Defender,25,Germany,14000000.0
744,Dani Vivian,Athletic Bilbao,Defender,24,Spain,14000000.0
2443,Alexandre Lacazette,Olympique Lyon,Attack,32,France,14000000.0
726,William Carvalho,Real Betis Balompié,midfield,31,Portugal,14000000.0
3703,Attila Szalai,Fenerbahce,Defender,25,Hungary,14000000.0
2886,Abel Ruiz,SC Braga,Attack,23,Spain,14000000.0
1896,Maximilian Arnold,VfL Wolfsburg,midfield,29,Germany,14000000.0
3346,Tijjani Reijnders,AZ Alkmaar,midfield,24,Netherlands,14000000.0
2367,Pau López,Olympique Marseille,Goalkeeper,28,Spain,14000000.0
2058,Serhou Guirassy,VfB Stuttgart,Attack,27,Guinea,14000000.0
1223,Timothy Weah,Juventus FC,Attack,23,United States,14000000.0
2802,David Carmo,FC Porto,Defender,23,Portugal,14000000.0
2322,Baptiste Santamaria,Stade Rennais FC,midfield,28,France,14000000.0
437,Justin Kluivert,AFC Bournemouth,Attack,24,Netherlands,14000000.0
2433,Corentin Tolisso,Olympique Lyon,midfield,28,France,14000000.0
2080,Leandro Barreiro,1.FSV Mainz 05,midfield,23,Luxembourg,14000000.0
2850,Nuno Santos,Sporting CP,Attack,28,Portugal,14000000.0
1176,Tommaso Pobega,AC Milan,midfield,23,Italy,14000000.0
2780,Alexander Bah,SL Benfica,Defender,25,Denmark,14000000.0
328,Pablo Sarabia,Wolverhampton Wanderers,Attack,31,Spain,14000000.0
1262,Jérémie Boga,Atalanta BC,Attack,26,Cote d'Ivoire,14000000.0
1796,Emre Can,Borussia Dortmund,midfield,29,Germany,14000000.0
2784,João Mário,SL Benfica,midfield,30,Portugal,14000000.0
338,Ben Godfrey,Everton FC,Defender,25,England,13000000.0
1777,Jonas Hofmann,Bayer 04 Leverkusen,Attack,31,Germany,13000000.0
1229,Marco Carnesecchi,Atalanta BC,Goalkeeper,23,Italy,13000000.0
311,Jonny Otto,Wolverhampton Wanderers,Defender,29,Spain,13000000.0
4335,Bilal El Khannouss,KRC Genk,midfield,19,Morocco,13000000.0
2831,Jerry St. Juste,Sporting CP,Defender,26,Netherlands,13000000.0
294,Mikkel Damsgaard,Brentford FC,Attack,23,Denmark,13000000.0
2859,Viktor Gyökeres,Sporting CP,Attack,25,Sweden,13000000.0
189,Matt Targett,Newcastle United,Defender,27,England,13000000.0
1792,Julian Ryerson,Borussia Dortmund,Defender,25,Norway,13000000.0
1292,Houssem Aouar,AS Roma,midfield,25,Algeria,13000000.0
1797,Salih Özcan,Borussia Dortmund,midfield,25,Turkey,13000000.0
10,Sergio Gómez,Manchester City,Defender,22,Spain,13000000.0
1859,Ellyes Skhiri,Eintracht Frankfurt,midfield,28,Tunisia,13000000.0
484,Josh Cullen,Burnley FC,midfield,27,Ireland,13000000.0
2390,Brice Samba,RC Lens,Goalkeeper,29,France,13000000.0
2825,Fran Navarro,FC Porto,Attack,25,Spain,13000000.0
2147,Niclas Füllkrug,SV Werder Bremen,Attack,30,Germany,13000000.0
2773,Morato,SL Benfica,Defender,22,Brazil,13000000.0
1892,Ridle Baku,VfL Wolfsburg,Defender,25,Germany,13000000.0
13,Kyle Walker,Manchester City,Defender,33,England,13000000.0
331,Fábio Silva,Wolverhampton Wanderers,Attack,20,Portugal,13000000.0
102,Stefan Bajcetic,Liverpool FC,midfield,18,Spain,13000000.0
134,Donny van de Beek,Manchester United,midfield,26,Netherlands,13000000.0
783,Gonzalo Montiel,Sevilla FC,Defender,26,Argentina,12000000.0
732,Juanmi,Real Betis Balompié,Attack,30,Spain,12000000.0
1282,Diego Llorente,AS Roma,Defender,29,Spain,12000000.0
1868,Mario Götze,Eintracht Frankfurt,midfield,31,Germany,12000000.0
3751,Angeliño,Galatasaray,Defender,26,Spain,12000000.0
795,Lucas Ocampos,Sevilla FC,Attack,29,Argentina,12000000.0
4341,Joseph Paintsil,KRC Genk,Attack,25,Ghana,12000000.0
1259,Aleksey Miranchuk,Atalanta BC,midfield,27,Russia,12000000.0
771,Bono,Sevilla FC,Goalkeeper,32,Morocco,12000000.0
774,Loïc Badé,Sevilla FC,Defender,23,France,12000000.0
841,Jon Moncayola,CA Osasuna,midfield,25,Spain,12000000.0
2024,Ermedin Demirovic,FC Augsburg,Attack,25,Bosnia-Herzegovina,12000000.0
2289,Leandro Paredes,Paris Saint-Germain,midfield,29,Argentina,12000000.0
3776,Ugurcan Cakir,Trabzonspor,Goalkeeper,27,Turkey,12000000.0
332,Hee-chan Hwang,Wolverhampton Wanderers,Attack,27,"Korea, South",12000000.0
3267,Steven Berghuis,Ajax Amsterdam,midfield,31,Netherlands,12000000.0
952,El Bilal Touré,UD Almería,Attack,21,Mali,12000000.0
2140,Naby Keïta,SV Werder Bremen,midfield,28,Guinea,12000000.0
441,David Brooks,AFC Bournemouth,Attack,26,Wales,12000000.0
264,Maxwel Cornet,West Ham United,Attack,26,Cote d'Ivoire,12000000.0
1780,Sardar Azmoun,Bayer 04 Leverkusen,Attack,28,Iran,12000000.0
1920,Josip Juranovic,1.FC Union Berlin,Defender,27,Croatia,12000000.0
446,Bernd Leno,Fulham FC,Goalkeeper,31,Germany,12000000.0
3263,Kenneth Taylor,Ajax Amsterdam,midfield,21,Netherlands,12000000.0
457,Sasa Lukic,Fulham FC,midfield,26,Serbia,12000000.0
3262,Branco van den Boomen,Ajax Amsterdam,midfield,27,Netherlands,12000000.0
1152,Joaquín Correa,Inter Milan,Attack,28,Argentina,12000000.0
468,Arijanet Muric,Burnley FC,Goalkeeper,24,Kosovo,12000000.0
487,Anass Zaroury,Burnley FC,Attack,22,Morocco,12000000.0
4450,Victor Boniface,Royale Union Saint Gilloise,Attack,22,Nigeria,12000000.0
267,Danny Ings,West Ham United,Attack,30,England,12000000.0
993,Isi Palazón,Rayo Vallecano,Attack,28,Spain,12000000.0
